chr	start	end	gene	score	strand	line1_count
chr11	66068271	66072271	PACS1	0	+	1
chr11	66345629	66349629	B4GAT1	0	-	0
chr11	66508605	66512605	BBS1	0	+	1
chr11	66566879	66570879	CTSF	0	-	0
chr11	66956386	66960386	PC	0	-	0
chr11	67372177	67376177	CLCF1	0	-	0
chr11	67450405	67454405	CABP4	0	+	0
chr11	67466173	67470173	AIP	0	+	0
chr11	67603652	67607652	NDUFV1	0	+	0
chr11	68002982	68006982	UNC93B1	0	-	0
chr11	68028616	68032616	NDUFS8	0	+	0
chr11	68037024	68041024	TCIRG1	0	+	0
chr11	68211852	68215852	KMT5B	0	-	0
chr11	68310590	68314590	LRP5	0	+	0
chr11	68681778	68685778	GAL	0	+	0
chr11	68842410	68846410	CPT1A	0	-	3
chr11	70201295	70205295	FADD	0	+	2
chr11	71450868	71454868	DHCR7	0	-	2
chr11	72187557	72191557	FOLR1	0	+	0
chr11	72432680	72436680	CLPB	0	-	0
chr11	72672591	72676591	PDE2A	0	-	0
chr11	73980843	73984843	UCP2	0	-	0
chr11	74396433	74400433	PGM2L1	0	-	0
chr11	74491724	74495724	LIPT2	0	-	3
chr11	77472635	77476635	PAK1	0	-	0
chr11	78077862	78081862	NDUFC2	0	-	0
chr11	78137660	78141660	ALG8	0	-	0
chr11	78573194	78577194	NARS2	0	-	0
chr11	86199211	86203211	EED	0	+	0
chr11	93782226	93786226	MED17	0	+	2
chr11	95787964	95791964	CEP57	0	+	0
chr11	105607534	105611534	GRIA4	0	+	0
chr11	107563742	107567742	ALKBH8	0	-	1
chr11	108114694	108118694	ACAT1	0	+	0
chr11	108220638	108224638	NPAT	0	-	0
chr11	108220803	108224803	ATM	0	+	0
chr11	111869581	111873581	ALG9	0	-	1
chr11	112084823	112088823	SDHD	0	+	0
chr11	112224366	112228366	PTS	0	+	1
chr11	117096437	117100437	SIK3	0	-	0
chr11	117312556	117316556	CEP164	0	+	0
chr11	117826698	117830698	FXYD2	0	-	0
chr11	118150888	118154888	SCN4B	0	-	0
chr11	118357599	118361599	UBE4A	0	+	2
chr11	118434455	118438455	KMT2A	0	+	0
chr11	118570389	118574389	ARCN1	0	+	5
chr11	119016762	119020762	TRAPPC4	0	+	0
chr11	119028906	119032906	SLC37A4	0	-	1
chr11	119065817	119069817	VPS11	0	+	0
chr11	119082865	119086865	HMBS	0	+	1
chr11	119106331	119110331	DPAGT1	0	-	0
chr11	119727200	119731200	NECTIN1	0	-	0
chr11	121290680	121294680	SC5D	0	+	1
chr11	121450313	121454313	SORL1	0	+	1
chr11	124760290	124764290	ESAM	0	-	0
chr11	124863431	124867431	ROBO3	0	+	0
chr11	124934412	124938412	HEPACAM	0	-	0
chr11	125109763	125113763	TMEM218	0	-	0
chr11	125589711	125593711	STT3A	0	+	1
chr11	125881613	125885613	HYLS1	0	+	2
chr11	125901221	125905221	PUS3	0	-	0
chr11	126061335	126065335	CDON	0	-	0
chr11	126267023	126271023	FOXRED1	0	+	0
chr11	126302059	126306059	DCPS	0	+	0
chr11	128585558	128589558	ETS1	0	-	1
chr11	128684534	128688534	FLI1	0	+	0
chr11	128865373	128869373	KCNJ1	0	-	0
chr11	128889355	128893355	KCNJ5	0	+	0
chr11	134067070	134071070	JAM3	0	+	0
chr11	134223504	134227504	NCAPD3	0	-	0
chr12	387320	391320	KDM5A	0	-	0
chr12	1968771	1972771	CACNA1C	0	+	0
chr12	4267770	4271770	CCND2	0	+	0
chr12	4907904	4911904	KCNA1	0	+	0
chr12	6468677	6472677	VAMP1	0	-	0
chr12	6922462	6926462	ATN1	0	+	0
chr12	6940977	6944977	C12orf57	0	+	0
chr12	6968912	6972912	EMG1	0	+	0
chr12	7186684	7190684	PEX5	0	+	0
chr12	8017007	8021007	SLC2A3	0	-	2
chr12	8074938	8078938	NECAP1	0	+	3
chr12	10128258	10132258	CLEC7A	0	-	0
chr12	10407757	10411757	KLRC4	0	-	0
chr12	12683497	12687497	CDKN1B	0	+	0
chr12	13980002	13984002	GRIN2B	0	-	0
chr12	14883857	14887857	MGP	0	-	0
chr12	21602847	21606847	GYS2	0	-	0
chr12	24560544	24564544	SOX5	0	-	0
chr12	25248936	25252936	KRAS	0	-	0
chr12	27521430	27525430	PPFIBP1	0	+	0
chr12	32677199	32681199	DNM1L	0	+	0
chr12	42588355	42592355	PRICKLE1	0	-	0
chr12	45727705	45731705	ARID2	0	+	0
chr12	47941048	47945048	VDR	0	-	1
chr12	49058794	49062794	KMT2D	0	-	0
chr12	49187324	49191324	TUBA1A	0	-	0
chr12	49948736	49952736	AQP2	0	+	1
chr12	50083199	50087199	SMARCD1	0	+	0
chr12	50502984	50506984	DIP2B	0	+	2
chr12	51588265	51592265	SCN8A	0	+	3
chr12	51904907	51908907	ACVRL1	0	+	0
chr12	53322864	53326864	AAAS	0	-	0
chr12	55995179	55999179	SUOX	0	+	0
chr12	56187567	56191567	SMARCC2	0	-	0
chr12	56332053	56336053	PAN2	0	-	0
chr12	56358203	56362203	STAT2	0	-	1
chr12	57544025	57548025	KIF5A	0	+	1
chr12	57766986	57770986	CYP27B1	0	-	0
chr12	57780760	57784760	TSFM	0	+	0
chr12	63777832	63781832	RXYLT1	0	+	1
chr12	64220296	64224296	KICS2	0	-	0
chr12	64450089	64454089	TBK1	0	+	0
chr12	64757431	64761431	GNS	0	-	0
chr12	68157740	68161740	IFNG	0	-	0
chr12	68684950	68688950	NUP107	0	+	0
chr12	75207839	75211839	KCNC2	0	-	0
chr12	76346415	76350415	BBS10	0	-	0
chr12	77322640	77326640	NAV3	0	+	0
chr12	88140099	88144099	CEP290	0	-	0
chr12	88140295	88144295	TMTC3	0	+	0
chr12	89350501	89354501	DUSP6	0	-	0
chr12	89707366	89711366	ATP2B1	0	-	0
chr12	93675374	93679374	CRADD	0	+	0
chr12	100265139	100269139	SCYL2	0	+	2
chr12	102955673	102959673	ASCL1	0	+	0
chr12	102956410	102960410	PAH	0	-	0
chr12	106355747	106359747	POLR3B	0	+	3
chr12	109345899	109349899	MYO1H	0	+	1
chr12	109571254	109575254	MVK	0	+	1
chr12	110278755	110282755	ATP2A2	0	+	0
chr12	110612026	110616026	TCTN1	0	+	0
chr12	111032164	111036164	CUX2	0	+	0
chr12	112380439	112384439	HECTD4	0	-	1
chr12	112976394	112980394	OAS2	0	+	5
chr12	114406442	114410442	TBX5	0	-	0
chr12	119875320	119879320	CIT	0	-	3
chr12	120532434	120536434	COQ5	0	-	0
chr12	120723773	120727773	ACADS	0	+	1
chr12	120976542	120980542	HNF1A	0	+	2
chr12	121802008	121806008	SETD1B	0	+	0
chr12	121861596	121865596	HPD	0	-	0
chr12	123631766	123635766	EIF2B1	0	-	0
chr12	123669109	123673109	TCTN2	0	+	1
chr12	123710352	123714352	ATP6V0A2	0	+	1
chr12	124987131	124991131	DHX37	0	-	1
chr12	132685376	132689376	POLE	0	-	0
chr12	132759832	132763832	ANKLE2	0	-	1
chr13	19956676	19960676	ZMYM2	0	+	0
chr13	23887400	23891400	MIPEP	0	-	1
chr13	25369973	25373973	ATP8A2	0	+	0
chr13	26252103	26256103	CDK8	0	+	0
chr13	27917999	27921999	PDX1	0	+	0
chr13	28657064	28661064	POMP	0	+	0
chr13	31197974	31201974	B3GLCT	0	+	0
chr13	32313085	32317085	BRCA2	0	+	1
chr13	34940269	34944269	NBEA	0	+	0
chr13	36996815	37000815	EXOSC8	0	+	3
chr13	38347848	38351848	UFM1	0	+	0
chr13	39653626	39657626	COG6	0	+	3
chr13	40787411	40791411	SLC25A15	0	+	0
chr13	41059508	41063508	WBP4	0	+	0
chr13	42560735	42564735	TNFSF11	0	+	2
chr13	45462897	45466897	COG3	0	+	2
chr13	48035968	48039968	SUCLA2	0	-	1
chr13	49790682	49794682	KPNA3	0	-	0
chr13	50907746	50911746	RNASEH2B	0	+	2
chr13	52010125	52014125	ATP7B	0	-	4
chr13	52010390	52014390	ALG11	0	+	4
chr13	52414373	52418373	THSD1	0	-	0
chr13	72780132	72784132	PIBF1	0	+	1
chr13	76988659	76992659	CLN5	0	+	0
chr13	78601552	78605552	POU4F1	0	-	0
chr13	94594242	94598242	TGDS	0	-	1
chr13	99198773	99202773	UBAC2	0	+	1
chr13	99979783	99983783	ZIC2	0	+	0
chr13	100087014	100091014	PCCA	0	+	1
chr13	101414508	101418508	NALCN	0	-	0
chr13	102843830	102847830	ERCC5	0	+	0
chr13	108216368	108220368	LIG4	0	-	0
chr13	110303811	110307811	COL4A2	0	+	0
chr13	110305202	110309202	COL4A1	0	-	0
chr13	110613544	110617544	NAXD	0	+	0
chr13	110711603	110715603	CARS2	0	-	0
chr13	112688037	112692037	ATP11A	0	+	0
chr14	20303960	20307960	TTC5	0	-	3
chr14	20453089	20457089	OSGEP	0	-	0
chr14	21267494	21271494	HNRNPC	0	-	2
chr14	21278082	21282082	RPGRIP1	0	+	2
chr14	21382019	21386019	SUPT16H	0	-	0
chr14	21454126	21458126	CHD8	0	-	0
chr14	24092052	24096052	PCK2	0	+	0
chr14	24240663	24244663	TINF2	0	-	1
chr14	28762328	28766328	FOXG1	0	+	0
chr14	31023105	31027105	AP4S1	0	+	0
chr14	31487955	31491955	NUBPL	0	+	0
chr14	34460240	34464240	SPTSSA	0	-	0
chr14	35043116	35047116	FAM177A1	0	+	0
chr14	35119845	35123845	PRORP	0	+	0
chr14	35807304	35811304	RALGAPA1	0	-	0
chr14	39168532	39172532	TRAPPC6B	0	-	0
chr14	44960189	44964189	TOGARAM1	0	+	0
chr14	49618798	49622798	MGAT2	0	+	0
chr14	50310229	50314229	L2HGDH	0	-	2
chr14	50829162	50833162	NIN	0	-	1
chr14	53956761	53960761	BMP4	0	-	0
chr14	54900826	54904826	GCH1	0	-	0
chr14	56814693	56818693	OTX2	0	-	0
chr14	58425384	58429384	KIAA0586	0	+	0
chr14	63100037	63104037	KCNH5	0	-	1
chr14	64386030	64390030	MTHFD1	0	+	0
chr14	65408591	65412591	FUT8	0	+	0
chr14	66505406	66509406	GPHN	0	+	0
chr14	67598286	67602286	PIGH	0	-	0
chr14	67699885	67703885	RDH12	0	+	0
chr14	67814590	67818590	ZFYVE26	0	-	1
chr14	73134417	73138417	PSEN1	0	+	2
chr14	73947925	73951925	COQ6	0	+	3
chr14	74492177	74496177	NPC2	0	-	0
chr14	75125344	75129344	NEK9	0	-	0
chr14	75576619	75580619	FLVCR2	0	+	0
chr14	77026708	77030708	IRF2BPL	0	-	0
chr14	77318883	77322883	POMT2	0	-	0
chr14	81531853	81535853	SEL1L	0	-	0
chr14	87991665	87995665	GALC	0	-	0
chr14	88382923	88386923	SPATA7	0	+	0
chr14	88822152	88826152	TTC8	0	+	1
chr14	89952938	89956938	TDP1	0	+	1
chr14	90394501	90398501	CALM1	0	+	0
chr14	91415844	91419844	CCDC88C	0	-	0
chr14	93205065	93209065	GON7	0	-	2
chr14	93205240	93209240	UBR7	0	+	3
chr14	95531502	95535502	GLRX5	0	+	0
chr14	96795303	96799303	VRK1	0	+	0
chr14	99270197	99274197	BCL11B	0	-	0
chr14	99735692	99739692	EML1	0	+	0
chr14	100236297	100240297	YY1	0	+	0
chr14	100374805	100378805	WARS1	0	-	0
chr14	100723704	100727704	DLK1	0	+	0
