chr	start	end	gene	score	strand	line1_count
chr1	201827148	201831148	IPO9	0	+	0
chr1	201953502	201957502	TIMM17A	0	+	0
chr1	202142743	202146743	ARL8A	0	-	0
chr1	202956572	202960572	ADIPOR1	0	-	0
chr1	202965275	202969275	CYB5R1	0	-	0
chr1	203005373	203009373	TMEM183A	0	+	0
chr1	203859598	203863598	SNRPE	0	+	0
chr1	204409887	204413887	PPP1R15B	0	-	0
chr1	205748182	205752182	NUCKS1	0	-	1
chr1	206610465	206614465	EIF2D	0	-	0
chr1	206682904	206686904	MAPKAPK2	0	+	0
chr1	211828763	211832763	LPGAT1	0	-	0
chr1	212283409	212287409	PPP2R5A	0	+	0
chr1	212430919	212434919	NENF	0	+	0
chr1	222711210	222715210	AIDA	0	-	0
chr1	224112110	224116110	FBXO28	0	+	4
chr1	224173755	224177755	DEGS1	0	+	1
chr1	225775812	225779812	SRP9	0	+	0
chr1	225922340	225926340	PYCR2	0	-	1
chr1	226184741	226188741	ACBD3	0	-	0
chr1	226406154	226410154	PARP1	0	-	0
chr1	228080707	228084707	ARF1	0	+	1
chr1	228137961	228141961	GUK1	0	+	0
chr1	228485381	228489381	RNF187	0	+	0
chr1	229269061	229273061	RAB4A	0	+	0
chr1	229556707	229560707	ABCB10	0	-	0
chr1	231239206	231243206	GNPAT	0	+	0
chr1	231526540	231530540	TSNAX	0	+	0
chr1	234371455	234375455	COA6	0	+	1
chr1	234608178	234612178	IRF2BP2	0	-	0
chr1	235126837	235130837	TOMM20	0	-	0
chr1	244046546	244050546	ZBTB18	0	+	0
chr1	248836209	248840209	ZNF672	0	+	0
chr10	929821	933821	LARP4B	0	-	0
chr10	5840132	5844132	GDI2	0	-	2
chr10	5888202	5892202	FBH1	0	+	1
chr10	6087033	6091033	RBM17	0	+	2
chr10	12193964	12197964	CDC123	0	+	1
chr10	13097448	13101448	OPTN	0	+	0
chr10	13346298	13350298	SEPHS1	0	-	0
chr10	13584938	13588938	PRPF18	0	+	0
chr10	14836305	14840305	HSPA14	0	+	0
chr10	22001769	22005769	DNAJC1	0	-	1
chr10	22319098	22323098	BMI1	0	+	0
chr10	27153266	27157266	YME1L1	0	-	0
chr10	32054425	32058425	KIF5B	0	-	0
chr10	42780794	42784794	BMS1	0	+	0
chr10	43136444	43140444	CSGALNACT2	0	+	2
chr10	43646881	43650881	ZNF32	0	-	1
chr10	44998922	45002922	ZNF22	0	+	0
chr10	62802719	62806719	ADO	0	+	0
chr10	68329173	68333173	HNRNPH3	0	+	0
chr10	68899285	68903285	DDX50	0	+	1
chr10	69121511	69125511	VPS26A	0	+	2
chr10	70168523	70172523	SAR1A	0	-	1
chr10	70231911	70235911	PPA1	0	-	0
chr10	70402144	70406144	EIF4EBP2	0	+	1
chr10	70886565	70890565	PCBD1	0	-	2
chr10	71849251	71853251	PSAP	0	-	0
chr10	73245255	73249255	DNAJC9	0	-	0
chr10	73250693	73254693	MRPS16	0	-	1
chr10	73780046	73784046	CHCHD1	0	+	0
chr10	74148842	74152842	AP3M1	0	-	0
chr10	78031759	78035759	RPS24	0	+	0
chr10	80203572	80207572	ANXA11	0	-	3
chr10	84137481	84141481	GHITM	0	+	0
chr10	91161011	91165011	PCGF5	0	+	0
chr10	91796425	91800425	TNKS2	0	+	0
chr10	95692143	95696143	TCTN3	0	-	0
chr10	96585452	96589452	TM9SF3	0	-	1
chr10	97424190	97428190	PGAM1	0	+	0
chr10	97638670	97642670	PI4K2A	0	+	0
chr10	99620793	99624793	SLC25A28	0	-	0
chr10	99700557	99704557	CUTC	0	+	2
chr10	99730127	99734127	COX15	0	-	0
chr10	100284680	100288680	BLOC1S2	0	-	0
chr10	100528000	100532000	NDUFB8	0	-	2
chr10	100985515	100989515	MRPL43	0	-	0
chr10	101693295	101697295	FBXW4	0	-	2
chr10	101816465	101820465	OGA	0	-	0
chr10	102243370	102247370	GBF1	0	+	0
chr10	102430584	102434584	CUEDC2	0	-	0
chr10	102500712	102504712	ACTR1A	0	-	0
chr10	102852258	102856258	BORCS7	0	+	1
chr10	103275605	103279605	NT5C2	0	-	0
chr10	104233355	104237355	GSTO1	0	+	0
chr10	112445572	112449572	ZDHHC6	0	-	0
chr10	118753249	118757249	CACUL1	0	-	2
chr10	119078817	119082817	EIF3A	0	-	0
chr10	119890556	119894556	MCMBP	0	-	0
chr10	121926801	121930801	ATE1	0	-	0
chr10	121973217	121977217	NSMCE4A	0	-	0
chr10	123006812	123010812	IKZF5	0	-	0
chr10	123152401	123156401	BUB3	0	+	0
chr10	124940122	124944122	ZRANB1	0	+	0
chr10	125821545	125825545	BCCIP	0	+	2
chr10	130134390	130138390	GLRX3	0	+	0
chr11	205399	209399	BET1L	0	-	0
chr11	205707	209707	RIC8A	0	+	0
chr11	446267	450267	PTDSS2	0	+	2
chr11	745414	749414	TALDO1	0	+	2
chr11	775488	779488	GATD1	0	-	0
chr11	803437	807437	RPLP2	0	+	0
chr11	840529	844529	POLR2L	0	-	0
chr11	913058	917058	CHID1	0	-	0
chr11	922880	926880	AP2A2	0	+	0
chr11	1307654	1311654	TOLLIP	0	-	0
chr11	1762573	1766573	CTSD	0	-	0
chr11	1945277	1949277	MRPL23	0	+	0
chr11	2374176	2378176	CD81	0	+	0
chr11	2990377	2994377	NAP1L4	0	-	0
chr11	3852526	3856526	STIM1	0	+	1
chr11	6388439	6392439	SMPD1	0	+	0
chr11	6479500	6483500	TIMM10B	0	+	0
chr11	6610539	6614539	TAF10	0	-	0
chr11	6617448	6621448	TPP1	0	-	0
chr11	6681340	6685340	MRPL17	0	-	0
chr11	8680787	8684787	RPL27A	0	+	0
chr11	9382651	9386651	IPO7	0	+	2
chr11	10806940	10810940	EIF4G2	0	-	0
chr11	10856796	10860796	ZBED5	0	-	1
chr11	17075715	17079715	RPS13	0	-	1
chr11	30321103	30325103	ARL14EP	0	+	0
chr11	32089073	32093073	RCN1	0	+	0
chr11	32581797	32585797	EIF3M	0	+	4
chr11	33734479	33738479	CD59	0	-	1
chr11	34103616	34107616	NAT10	0	+	1
chr11	43309962	43313962	API5	0	+	0
chr11	43678679	43682679	HSD17B12	0	+	2
chr11	45845117	45849117	CRY2	0	+	0
chr11	45916812	45920812	PEX16	0	-	0
chr11	46698619	46702619	ARHGAP1	0	-	0
chr11	46844308	46848308	CKAP5	0	-	2
chr11	47175125	47179125	ARFGAP2	0	-	0
chr11	47405131	47409131	SLC39A13	0	+	0
chr11	47424473	47428473	PSMC3	0	-	0
chr11	47563335	47567335	NDUFS3	0	+	1
chr11	47563569	47567569	CELF1	0	-	0
chr11	47640607	47644607	MTCH2	0	-	0
chr11	47765443	47769443	FNBP4	0	-	0
chr11	57528803	57532803	TIMM10	0	-	2
chr11	57710221	57714221	MED19	0	-	0
chr11	57710579	57714579	TMX2	0	+	0
chr11	57739490	57743490	SELENOH	0	+	0
chr11	58577062	58581062	ZFP91	0	+	0
chr11	59613774	59617774	OSBP	0	-	1
chr11	59667037	59671037	PATL1	0	-	2
chr11	59808778	59812778	MRPL16	0	-	1
chr11	61159615	61163615	VPS37C	0	-	0
chr11	61340596	61344596	DDB1	0	-	0
chr11	61428041	61432041	SDHAF2	0	+	6
chr11	61790802	61794802	TMEM258	0	-	0
chr11	62572086	62576086	EEF1G	0	-	1
chr11	62589637	62593637	TUT1	0	-	0
chr11	62663210	62667210	C11orf98	0	-	1
chr11	62677117	62681117	UBXN1	0	-	1
chr11	62830051	62834051	STX5	0	-	0
chr11	63972619	63976619	COX8A	0	+	0
chr11	63983852	63987852	OTUB1	0	+	2
chr11	64183271	64187271	STIP1	0	+	0
chr11	64228277	64232277	DNAJC4	0	+	0
chr11	64232583	64236583	VEGFB	0	+	0
chr11	64244943	64248943	PPP1R14B	0	-	0
chr11	64282704	64286704	BAD	0	-	0
chr11	64316074	64320074	TRMT112	0	-	0
chr11	64316120	64320120	PRDX5	0	+	0
chr11	64915552	64919552	PPP2R5B	0	+	0
chr11	65012159	65016159	ARL2	0	+	1
chr11	65082209	65086209	ZFPL1	0	+	0
chr11	65087323	65091323	VPS51	0	+	0
chr11	65120177	65124177	FAU	0	-	0
chr11	65120182	65124182	MRPL49	0	+	0
chr11	65523076	65527076	SCYL1	0	+	0
chr11	65570348	65574348	FAM89B	0	+	0
chr11	65613382	65617382	MAP3K11	0	-	0
chr11	65661090	65665090	RELA	0	-	1
chr11	65855125	65859125	MUS81	0	+	0
chr11	65860026	65864026	CFL1	0	-	0
chr11	65886531	65890531	FIBP	0	-	0
chr11	65888672	65892672	CCDC85B	0	+	0
chr11	65917062	65921062	C11orf68	0	-	0
chr11	65917273	65921273	DRAP1	0	+	0
chr11	65959727	65963727	SART1	0	+	0
chr11	66000227	66004227	BANF1	0	+	0
chr11	66048728	66052728	SF3B2	0	+	0
chr11	66266589	66270589	RAB1B	0	+	0
chr11	66287184	66291184	YIF1A	0	-	1
chr11	66343125	66347125	BRMS1	0	-	0
chr11	66345629	66349629	B4GAT1	0	-	0
chr11	66614625	66618625	RBM14	0	+	0
chr11	66636666	66640666	RBM4	0	+	0
chr11	67264472	67268472	GRK2	0	+	0
chr11	67419183	67423183	PPP1CA	0	-	0
chr11	67466173	67470173	AIP	0	+	0
chr11	67506649	67510649	CDK2AP2	0	-	0
chr11	68028616	68032616	NDUFS8	0	+	0
chr11	68901835	68905835	MRPL21	0	-	2
chr11	72078693	72082693	NUMA1	0	-	0
chr11	72101297	72105297	LAMTOR1	0	-	0
chr11	73596189	73600189	FAM168A	0	-	1
chr11	73759137	73763137	RAB6A	0	-	0
chr11	73874901	73878901	COA4	0	-	0
chr11	74947260	74951260	SPCS2	0	+	0
chr11	75397514	75401514	RPS3	0	+	1
chr11	76379132	76383132	THAP12	0	-	0
chr11	77635794	77639794	CLNS1A	0	-	0
chr11	78077862	78081862	NDUFC2	0	-	0
chr11	82968584	82972584	PRCP	0	-	0
chr11	86067882	86071882	PICALM	0	-	0
chr11	106073500	106077500	AASDHPPT	0	+	0
chr11	108006897	108010897	CUL5	0	+	2
chr11	110427947	110431947	FDX1	0	+	0
chr11	112084823	112088823	SDHD	0	+	0
chr11	116770987	116774987	BUD13	0	-	1
chr11	117230525	117234525	PCSK7	0	-	0
chr11	118399345	118403345	ATP5MG	0	+	0
chr11	118570389	118574389	ARCN1	0	+	5
chr11	119016691	119020691	RPS25	0	-	0
chr11	130914479	130918479	SNX19	0	-	0
chr11	134222670	134226670	VPS26B	0	+	0
chr12	750578	754578	WNK1	0	+	0
chr12	1686573	1690573	ADIPOR2	0	+	2
chr12	6491841	6495841	MRPL51	0	-	0
chr12	6532511	6536511	GAPDH	0	+	0
chr12	6765475	6769475	MLF2	0	-	0
chr12	6865118	6869118	TPI1	0	+	0
chr12	6922462	6926462	ATN1	0	+	0
chr12	6940977	6944977	C12orf57	0	+	0
chr12	8030715	8034715	FOXJ2	0	+	0
chr12	8947761	8951761	M6PR	0	-	0
chr12	12683497	12687497	CDKN1B	0	+	0
chr12	12811315	12815315	DDX47	0	+	2
chr12	14801486	14805486	WBP11	0	-	0
chr12	15880386	15884386	STRAP	0	+	1
chr12	22044217	22048217	CMAS	0	+	0
chr12	25248936	25252936	KRAS	0	-	0
chr12	27020545	27024545	MED21	0	+	1
chr12	30693869	30697869	IPO8	0	-	0
chr12	42324257	42328257	ZCRB1	0	-	0
chr12	46370773	46374773	SLC38A2	0	-	0
chr12	48850842	48854842	DDX23	0	-	0
chr12	49566145	49570145	MCRS1	0	-	3
chr12	49705724	49709724	TMBIM6	0	+	0
chr12	51081664	51085664	CSRNP2	0	-	0
chr12	52067245	52071245	ATG101	0	+	0
chr12	53004281	53008281	EIF4B	0	+	1
chr12	53077404	53081404	SPRYD3	0	-	1
chr12	53293290	53297290	PFDN5	0	+	0
chr12	53378175	53382175	SP1	0	+	0
chr12	53450101	53454101	PCBP2	0	+	3
chr12	53725745	53729745	CALCOCO1	0	-	0
chr12	54278192	54282192	HNRNPA1	0	+	1
chr12	54299201	54303201	COPZ1	0	+	0
chr12	55727707	55731707	CD63	0	-	1
chr12	55815724	55819724	SARNP	0	-	0
chr12	56102536	56106536	PA2G4	0	+	0
chr12	56114589	56118589	RPL41	0	+	1
chr12	56116249	56120249	ESYT1	0	+	0
chr12	56156345	56160345	MYL6	0	+	0
chr12	56256384	56260384	ANKRD52	0	-	1
chr12	56686408	56690408	PTGES3	0	-	0
chr12	56729628	56733628	NACA	0	-	0
chr12	57545224	57549224	DCTN2	0	-	1
chr12	57691840	57695840	OS9	0	+	4
chr12	57754013	57758013	CDK4	0	-	0
chr12	57844729	57848729	CTDSP2	0	-	0
chr12	64402391	64406391	XPOT	0	+	0
chr12	64450089	64454089	TBK1	0	+	0
chr12	66168027	66172027	TMBIM4	0	-	3
chr12	67267357	67271357	CAND1	0	+	0
chr12	69583425	69587425	CCT2	0	+	1
chr12	74535834	74539834	ATXN7L3B	0	+	0
chr12	76082735	76086735	NAP1L1	0	-	0
chr12	92143846	92147846	BTG1	0	-	0
chr12	93675374	93679374	CRADD	0	+	0
chr12	95001748	95005748	NDUFA12	0	-	6
chr12	95856951	95860951	SNRPF	0	+	0
chr12	98591590	98595590	SLC25A3	0	+	0
chr12	100265139	100269139	SCYL2	0	+	2
chr12	101405772	101409772	ARL1	0	-	2
chr12	102060149	102064149	WASHC3	0	-	0
chr12	103928106	103932106	HSP90B1	0	+	0
chr12	104136241	104140241	NFYB	0	-	0
chr12	107683798	107687798	PWP1	0	+	0
chr12	107759272	107763272	PRDM4	0	-	2
chr12	108559400	108563400	SART3	0	-	0
chr12	108560581	108564581	ISCU	0	+	0
chr12	109475359	109479359	KCTD10	0	-	0
chr12	110448422	110452422	ARPC3	0	-	0
chr12	110467268	110471268	GPN3	0	-	0
chr12	110500111	110504111	VPS29	0	-	0
chr12	110581318	110585318	PPTC7	0	-	0
chr12	110740939	110744939	PPP1CC	0	-	1
chr12	112011347	112015347	ERP29	0	+	0
chr12	117188470	117192470	FBXO21	0	-	0
chr12	118060430	118064430	WSB2	0	-	0
chr12	118134123	118138123	PEBP1	0	+	1
chr12	120115502	120119502	RAB35	0	-	1
chr12	120192715	120196715	GCN1	0	-	0
chr12	120199235	120203235	RPLP0	0	-	0
chr12	120436089	120440089	COX6A1	0	+	0
chr12	120444384	120448384	TRIAP1	0	-	0
chr12	120467849	120471849	DYNLL1	0	+	1
chr12	120493946	120497946	SRSF9	0	-	0
chr12	120531479	120535479	RNF10	0	+	0
chr12	120532434	120536434	COQ5	0	-	0
chr12	120685148	120689148	MLEC	0	+	0
chr12	120902358	120906358	SPPL3	0	-	0
chr12	122525000	122529000	RSRC2	0	-	0
chr12	122894127	122898127	VPS37B	0	-	0
chr12	123270334	123274334	CDK2AP1	0	-	0
chr12	123456087	123460087	SNRNP35	0	+	1
chr12	123582532	123586532	TMED2	0	+	2
chr12	123631766	123635766	EIF2B1	0	-	0
chr12	124915368	124919368	UBC	0	-	3
chr12	131709080	131713080	SFSWAP	0	+	0
chr12	131892621	131896621	ULK1	0	+	1
chr12	132142319	132146319	DDX51	0	-	1
chr12	132708818	132712818	PGAM5	0	+	2
chr12	132759832	132763832	ANKLE2	0	-	1
chr12	132827143	132831143	GOLGA3	0	-	4
chr13	19631658	19635658	MPHOSPH8	0	+	2
chr13	21138118	21142118	SAP18	0	+	3
chr13	21174657	21178657	MRPL57	0	+	3
chr13	25299523	25303523	NUP58	0	+	0
chr13	26220314	26224314	RNF6	0	-	0
chr13	27169811	27173811	USP12	0	-	0
chr13	27249361	27253361	RPL21	0	+	2
chr13	27422618	27426618	GTF3A	0	+	0
chr13	27618741	27622741	POLR1D	0	+	0
chr13	29848617	29852617	UBL3	0	-	0
chr13	30615597	30619597	HMGB1	0	-	0
chr13	30615692	30619692	USPL1	0	+	0
chr13	36996815	37000815	EXOSC8	0	+	3
chr13	38347848	38351848	UFM1	0	+	0
chr13	41059508	41063508	WBP4	0	+	0
chr13	45118509	45122509	GTF2F2	0	+	1
chr13	45339284	45343284	TPT1	0	-	0
chr13	45462897	45466897	COG3	0	+	2
chr13	46795420	46799420	ESD	0	-	1
chr13	48035725	48039725	NUDT15	0	+	2
chr13	48093131	48097131	MED4	0	-	1
chr13	48230611	48234611	ITM2B	0	+	0
chr13	49790682	49794682	KPNA3	0	-	0
chr13	52448634	52452634	VPS36	0	-	2
chr13	52650708	52654708	SUGT1	0	+	3
chr13	75547439	75551439	COMMD6	0	-	2
chr13	76988659	76992659	CLN5	0	+	0
chr13	77025195	77029195	FBXL3	0	-	1
chr13	95675138	95679138	DNAJC3	0	+	0
chr13	97951657	97955657	IPO5	0	+	0
chr13	98575940	98579940	STK24	0	-	1
chr13	102594957	102598957	TPP2	0	+	1
chr13	110913069	110917069	ANKRD10	0	-	0
chr13	113206715	113210715	PCID2	0	-	0
chr13	113295238	113299238	LAMP1	0	+	0
chr13	113582720	113586720	TFDP1	0	+	0
chr13	114232886	114236886	CDC16	0	+	1
chr14	20459465	20463465	PIP4P1	0	-	0
chr14	21267494	21271494	HNRNPC	0	-	2
chr14	21474960	21478960	RAB2B	0	-	0
chr14	22587224	22591224	DAD1	0	-	0
chr14	22596289	22600289	ABHD4	0	+	0
chr14	23033230	23037230	PSMB5	0	-	0
chr14	23093504	23097504	C14orf119	0	+	0
chr14	23296789	23300789	BCL2L2	0	+	1
chr14	23319456	23323456	PABPN1	0	+	0
chr14	23467678	23471678	NGDN	0	+	0
chr14	24112194	24116194	DCAF11	0	+	2
chr14	24134162	24138162	PSME1	0	+	0
chr14	24145570	24149570	PSME2	0	-	0
chr14	24211830	24215830	CHMP4A	0	-	0
chr14	24230367	24234367	NEDD8	0	-	0
chr14	24240663	24244663	TINF2	0	-	1
chr14	24297849	24301849	NOP9	0	+	0
chr14	24427285	24431285	KHNYN	0	+	0
chr14	31024401	31028401	STRN3	0	-	0
chr14	34460240	34464240	SPTSSA	0	-	0
chr14	34537704	34541704	EAPP	0	-	0
chr14	35043116	35047116	FAM177A1	0	+	0
chr14	35276632	35280632	PSMA6	0	+	0
chr14	39173182	39177182	PNN	0	+	0
chr14	49597164	49601164	RPS29	0	-	0
chr14	49618626	49622626	RPL36AL	0	-	0
chr14	50666306	50670306	SAV1	0	-	1
