chr	start	end	gene	score	strand	line1_count
chr1	156570604	156574604	IQGAP3	0	-	0
chr1	156813635	156817635	NTRK1	0	+	0
chr1	158928795	158932795	PYHIN1	0	+	2
chr1	159798510	159802510	FCRL6	0	+	1
chr1	160068483	160072483	KCNJ10	0	-	0
chr1	164553583	164557583	PBX1	0	+	0
chr1	173712940	173716940	KLHL20	0	+	1
chr1	181315689	181319689	CACNA1E	0	+	0
chr1	186678922	186682922	PTGS2	0	-	0
chr1	197144694	197148694	ASPM	0	-	0
chr1	198636456	198640456	PTPRC	0	+	0
chr1	200618751	200622751	KIF14	0	-	0
chr1	202806487	202810487	KDM5B	0	-	1
chr1	203793622	203797622	ZC3H11A	0	+	2
chr1	205120015	205124015	RBBP5	0	-	1
chr1	206115699	206119699	AVPR1B	0	-	1
chr1	206505530	206509530	RASSF5	0	+	0
chr1	209684177	209688177	HSD11B1	0	+	1
chr1	216421448	216425448	USH2A	0	-	1
chr1	220526135	220530135	MARK1	0	+	0
chr1	229506341	229510341	NUP133	0	-	0
chr1	231624789	231628789	DISC1	0	+	1
chr1	239384564	239388564	CHRM3	0	+	0
chr1	241355374	241359374	RGS7	0	-	0
chr1	244449909	244453909	ADSS2	0	-	0
chr1	244862560	244866560	HNRNPU	0	-	0
chr1	247758556	247762556	OR1C1	0	-	0
chr1	248229416	248233416	OR2M4	0	+	2
chr1	248595700	248599700	OR2T10	0	-	1
chr10	128087	132087	ZMYND11	0	+	0
chr10	687668	691668	DIP2C	0	-	0
chr10	10796396	10800396	CELF2	0	+	1
chr10	12041170	12045170	UPF2	0	-	0
chr10	18138423	18142423	CACNB2	0	+	1
chr10	27744060	27748060	MKX	0	-	0
chr10	28530492	28534492	WAC	0	+	0
chr10	43407186	43411186	HNRNPF	0	-	0
chr10	48682872	48686872	WDFY4	0	+	1
chr10	55625942	55629942	PCDH15	0	-	1
chr10	60731490	60735490	ANK3	0	-	1
chr10	63519400	63523400	REEP3	0	+	0
chr10	63519850	63523850	JMJD1C	0	-	0
chr10	67761637	67765637	CTNNA3	0	-	2
chr10	74149201	74153201	ADK	0	+	0
chr10	77636369	77640369	KCNMA1	0	-	0
chr10	79066965	79070965	ZMIZ1	0	+	0
chr10	80342744	80346744	DYDC2	0	+	2
chr10	80354755	80358755	DYDC1	0	-	2
chr10	86364795	86368795	GRID1	0	-	0
chr10	87860637	87864637	PTEN	0	+	0
chr10	91921769	91925769	BTAF1	0	+	0
chr10	92824830	92828830	EXOC6	0	+	3
chr10	93891972	93895972	SLC35G1	0	+	0
chr10	100994617	100998617	LZTS2	0	+	0
chr10	101352032	101356032	BTRC	0	+	2
chr10	102118368	102122368	LDB1	0	-	0
chr10	104639289	104643289	SORCS3	0	+	0
chr10	110565683	110569683	SMC3	0	+	1
chr10	112948246	112952246	TCF7L2	0	+	0
chr10	126903408	126907408	DOCK1	0	+	0
chr10	129971053	129975053	EBF3	0	-	0
chr11	535321	539321	HRAS	0	-	0
chr11	574469	578469	PHRF1	0	+	0
chr11	705118	709118	DEAF1	0	-	0
chr11	840811	844811	TSPAN4	0	+	0
chr11	1387898	1391898	BRSK2	0	+	0
chr11	4543190	4547190	OR52M1	0	+	0
chr11	6417414	6421414	APBB1	0	-	1
chr11	17732773	17736773	KCNC1	0	+	0
chr11	19348723	19352723	NAV2	0	+	0
chr11	22623508	22627508	GAS2	0	+	0
chr11	31507754	31511754	ELP4	0	+	2
chr11	34049730	34053730	CAPRIN1	0	+	0
chr11	41457773	41461773	LRRC4C	0	-	0
chr11	46119454	46123454	PHF21A	0	-	0
chr11	57333892	57337892	SSRP1	0	-	1
chr11	57751242	57755242	CTNND1	0	+	0
chr11	61428031	61432031	CPSF7	0	-	6
chr11	61678390	61682390	DAGLA	0	+	0
chr11	62554235	62558235	AHNAK	0	-	0
chr11	62725457	62729457	HNRNPUL2	0	-	0
chr11	63367784	63371784	SLC22A9	0	+	3
chr11	63836927	63840927	MARK2	0	+	0
chr11	64721197	64725197	NRXN2	0	-	0
chr11	64776786	64780786	SF1	0	-	1
chr11	65259912	65263912	POLA2	0	+	1
chr11	65593996	65597996	KCNK7	0	-	0
chr11	66068271	66072271	PACS1	0	+	1
chr11	66478012	66482012	DPP3	0	+	0
chr11	68211852	68215852	KMT5B	0	-	0
chr11	70268689	70272689	PPFIA1	0	+	0
chr11	71250577	71254577	SHANK2	0	-	0
chr11	71450868	71454868	DHCR7	0	-	2
chr11	76442922	76446922	EMSY	0	+	0
chr11	85626335	85630335	DLG2	0	-	0
chr11	89063982	89067982	GRM5	0	-	1
chr11	99018948	99022948	CNTN5	0	+	0
chr11	101870562	101874562	TRPC6	0	-	3
chr11	107016476	107020476	GUCY1A2	0	-	1
chr11	111764389	111768389	PPP2R1B	0	-	0
chr11	111925143	111929143	DIXDC1	0	+	0
chr11	113473691	113477691	DRD2	0	-	0
chr11	113973074	113977074	HTR3A	0	+	1
chr11	114057040	114061040	ZBTB16	0	+	0
chr11	115502957	115506957	CADM1	0	-	0
chr11	117142283	117146283	PAFAH1B2	0	+	1
chr11	118434455	118438455	KMT2A	0	+	0
chr11	119344705	119348705	MFRP	0	-	0
chr11	120509745	120513745	GRIK4	0	+	0
chr11	121022071	121026071	TBCEL	0	+	0
chr11	121099242	121103242	TECTA	0	+	0
chr11	124798706	124802706	MSANTD2	0	-	1
chr11	126267144	126271144	SRPRA	0	-	0
chr11	127001460	127005460	KIRREL3	0	-	0
chr11	129277324	129281324	ARHGAP32	0	-	0
chr12	387320	391320	KDM5A	0	-	0
chr12	1968771	1972771	CACNA1C	0	+	0
chr12	4718399	4722399	GALNT8	0	+	1
chr12	10672318	10676318	STYK1	0	-	1
chr12	13980002	13984002	GRIN2B	0	-	0
chr12	20808701	20812701	SLCO1B3	0	+	0
chr12	24560544	24564544	SOX5	0	-	0
chr12	28131248	28135248	CCDC91	0	+	0
chr12	42588355	42592355	PRICKLE1	0	-	0
chr12	45727705	45731705	ARID2	0	+	0
chr12	47941048	47945048	VDR	0	-	1
chr12	48955487	48959487	ARF3	0	-	0
chr12	48976321	48980321	WNT1	0	+	0
chr12	51588265	51592265	SCN8A	0	+	3
chr12	56187567	56191567	SMARCC2	0	-	0
chr12	57126482	57130482	LRP1	0	+	0
chr12	57518709	57522709	MBD6	0	+	0
chr12	57740157	57744157	AGAP2	0	-	0
chr12	62258337	62262337	USP15	0	+	1
chr12	63149201	63153201	AVPR1A	0	-	0
chr12	65167582	65171582	LEMD3	0	+	0
chr12	67067162	67071162	GRIP1	0	-	0
chr12	70635440	70639440	PTPRB	0	-	0
chr12	75509636	75513636	KRR1	0	-	1
chr12	77322640	77326640	NAV3	0	+	0
chr12	88140099	88144099	CEP290	0	-	0
chr12	99982936	99986936	ANKS1B	0	-	0
chr12	102956410	102960410	PAH	0	-	0
chr12	106136954	106140954	NUAK1	0	-	0
chr12	111032164	111036164	CUX2	0	+	0
chr12	112380439	112384439	HECTD4	0	-	1
chr12	112416350	112420350	PTPN11	0	+	0
chr12	116275693	116279693	MED13L	0	-	0
chr12	119987235	119991235	BICDL1	0	+	0
chr12	121580279	121584279	KDM2B	0	-	1
chr12	121802008	121806008	SETD1B	0	+	0
chr12	122750823	122754823	DENR	0	+	0
chr12	123710352	123714352	ATP6V0A2	0	+	1
chr12	123760187	123764187	DNAH10	0	+	0
chr12	131947941	131951941	EP400	0	+	3
chr13	19956676	19960676	ZMYM2	0	+	0
chr13	23431763	23435763	SACS	0	-	0
chr13	30305551	30309551	KATNAL1	0	-	1
chr13	32313085	32317085	BRCA2	0	+	1
chr13	34940269	34944269	NBEA	0	+	0
chr13	49442273	49446273	SETDB2	0	+	2
chr13	51452264	51456264	INTS6	0	-	0
chr13	67228445	67232445	PCDH9	0	-	0
chr13	77325094	77329094	MYCBP2	0	-	0
chr13	80339126	80343126	SPRY2	0	-	0
chr13	87669370	87673370	SLITRK5	0	+	0
chr13	93224806	93228806	GPC6	0	+	0
chr13	108594151	108598151	MYO16	0	+	4
chr13	114312481	114316481	CHAMP1	0	+	4
chr14	21382019	21386019	SUPT16H	0	-	0
chr14	21454126	21458126	CHD8	0	-	0
chr14	22827820	22831820	SLC7A7	0	-	0
chr14	28762328	28766328	FOXG1	0	+	0
chr14	32074113	32078113	ARHGAP5	0	+	0
chr14	39430466	39434466	FBXO33	0	-	1
chr14	41604875	41608875	LRFN5	0	+	0
chr14	45082106	45086106	PRPF39	0	+	0
chr14	47673605	47677605	MDGA2	0	-	0
chr14	50229578	50233578	SOS2	0	-	0
chr14	57266905	57270905	EXOC5	0	-	2
chr14	64336112	64340112	ESR2	0	-	3
chr14	66505406	66509406	GPHN	0	+	0
chr14	67814590	67818590	ZFYVE26	0	-	1
chr14	76308711	76312711	ESRRB	0	+	0
chr14	76759467	76763467	VASH1	0	+	0
chr14	77026708	77030708	IRF2BPL	0	-	0
chr14	78168372	78172372	NRXN3	0	+	0
chr14	91415844	91419844	CCDC88C	0	-	0
chr14	93331218	93335218	UNC79	0	+	0
chr14	100236297	100240297	YY1	0	+	0
chr14	101962572	101966572	DYNC1H1	0	+	1
chr14	103055549	103059549	CDC42BPB	0	-	3
chr15	22771062	22775062	NIPA1	0	+	1
chr15	22836643	22840643	NIPA2	0	+	0
chr15	22979063	22983063	CYFIP1	0	-	4
chr15	23037572	23041572	TUBGCP5	0	-	0
chr15	23645867	23649867	MAGEL2	0	-	0
chr15	25437051	25441051	UBE3A	0	-	0
chr15	25863184	25867184	ATP10A	0	-	0
chr15	26937539	26941539	GABRB3	0	-	0
chr15	26969180	26973180	GABRG3	0	+	0
chr15	28882482	28886482	APBA2	0	+	4
chr15	29267822	29271822	NSMCE3	0	-	0
chr15	30622493	30626493	ARHGAP11B	0	+	4
chr15	30888558	30892558	FAN1	0	+	2
chr15	31159160	31163160	TRPM1	0	-	0
chr15	31868789	31872789	OTUD7A	0	-	2
chr15	31921437	31925437	CHRNA7	0	+	4
chr15	37099299	37103299	MEIS2	0	-	0
chr15	39579078	39583078	THBS1	0	+	0
chr15	40767979	40771979	C15orf62	0	+	0
chr15	43104113	43108113	UBR1	0	-	2
chr15	43508957	43512957	MAP1A	0	+	0
chr15	44954686	44958686	TERB2	0	+	5
chr15	48643721	48647721	FBN1	0	-	0
chr15	51620833	51624833	DMXL2	0	-	0
chr15	51969778	51973778	LEO1	0	-	3
chr15	52293804	52297804	MYO5C	0	-	3
chr15	52527132	52531132	MYO5A	0	-	0
chr15	57373966	57377966	CGNL1	0	+	0
chr15	59370871	59374871	MYO1E	0	-	1
chr15	63831948	63835948	HERC1	0	-	0
chr15	66251756	66255756	MEGF11	0	-	0
chr15	66502958	66506958	ZWILCH	0	+	1
chr15	68818897	68822897	ANP32A	0	-	0
chr15	70096176	70100176	TLE3	0	-	0
chr15	72318157	72322157	CELF6	0	-	0
chr15	72684185	72688185	BBS4	0	+	0
chr15	73049709	73053709	NEO1	0	+	0
chr15	73681965	73685965	CD276	0	+	0
chr15	75453842	75457842	SIN3A	0	-	0
chr15	78129535	78133535	CIB2	0	-	0
chr15	80402349	80406349	ARNT2	0	+	0
chr15	88254791	88258791	NTRK3	0	-	0
chr15	90350283	90354283	ZNF774	0	+	0
chr15	92391880	92395880	ST8SIA2	0	+	0
chr15	92884202	92888202	CHD2	0	+	0
chr16	634366	638366	METTL26	0	-	0
chr16	1151102	1155102	CACNA1H	0	+	0
chr16	1704165	1708165	MAPK8IP3	0	+	2
chr16	2045966	2049966	TSC2	0	+	0
chr16	2153697	2157697	TRAF7	0	+	0
chr16	2194605	2198605	CASKIN1	0	-	0
chr16	2750625	2754625	SRRM2	0	+	1
chr16	3878713	3882713	CREBBP	0	-	0
chr16	5237801	5241801	RBFOX1	0	+	0
chr16	8672595	8676595	ABAT	0	+	1
chr16	8973328	8977328	USP7	0	-	4
chr16	10181337	10185337	GRIN2A	0	-	2
chr16	14069318	14073318	MRTFB	0	+	0
chr16	19165970	19169970	SYT17	0	+	0
chr16	21157441	21161441	DNAH3	0	-	1
chr16	23833982	23837982	PRKCB	0	+	0
chr16	29897550	29901550	SEZ6L2	0	-	0
chr16	29924236	29928236	KCTD13	0	-	0
chr16	29971867	29975867	TAOK2	0	+	1
chr16	30121506	30125506	MAPK3	0	-	0
chr16	30180826	30184826	CORO1A	0	+	0
chr16	30696208	30700208	SRCAP	0	+	0
chr16	30955293	30959293	SETD1A	0	+	0
chr16	31104106	31108106	BCKDK	0	+	0
chr16	58627885	58631885	CNOT1	0	-	1
chr16	62035035	62039035	CDH8	0	-	0
chr16	65124112	65128112	CDH11	0	-	2
chr16	67560466	67564466	CTCF	0	+	0
chr16	69406571	69410571	TERF2	0	-	1
chr16	71228722	71232722	HYDIN	0	-	3
chr16	76275277	76279277	CNTNAP4	0	+	0
chr16	78097399	78101399	WWOX	0	+	0
chr16	81442807	81446807	CMIP	0	+	0
chr16	82624964	82628964	CDH13	0	+	0
chr16	84185070	84189070	TAF1C	0	-	0
chr16	87867507	87871507	SLC7A5	0	-	0
chr16	89488561	89492561	ANKRD11	0	-	0
chr16	89655738	89659738	CHMP1A	0	-	0
chr17	1398222	1402222	YWHAE	0	-	0
chr17	2301785	2305785	SMG6	0	-	1
chr17	2399104	2403104	MNT	0	-	0
chr17	3694240	3698240	P2RX5	0	-	1
chr17	4985675	4989675	CAMTA2	0	-	0
chr17	7217836	7221836	DLG4	0	-	0
chr17	7402873	7406873	NLGN2	0	+	0
chr17	7832216	7836216	KDM6B	0	+	0
chr17	7882795	7886795	CHD3	0	+	0
chr17	8154506	8158506	PER1	0	-	0
chr17	8629376	8633376	MYH10	0	-	0
chr17	10467559	10471559	MYH4	0	-	0
chr17	11995475	11999475	ZNF18	0	-	3
chr17	16216185	16220185	NCOR1	0	-	1
chr17	17679457	17683457	RAI1	0	+	0
chr17	28949771	28953771	PHF12	0	-	0
chr17	29388362	29392362	TAOK1	0	+	0
chr17	30234002	30238002	SLC6A4	0	-	0
chr17	30968983	30972983	RNF135	0	+	3
chr17	31092926	31096926	NF1	0	+	0
chr17	32442378	32446378	PSMD11	0	+	0
chr17	36542911	36546911	GGNBP2	0	+	0
chr17	39624739	39628739	PPP1R1B	0	+	0
chr17	40056289	40060289	THRA	0	+	0
chr17	40098589	40102589	NR1D1	0	-	0
chr17	40770201	40774201	KRT26	0	-	0
chr17	44322870	44326870	SLC25A39	0	-	0
chr17	44914937	44918937	GFAP	0	-	1
chr17	46223389	46227389	KANSL1	0	-	1
chr17	47251826	47255826	ITGB3	0	+	2
chr17	49412905	49416905	PHB1	0	-	4
chr17	49707014	49711014	SLC35B1	0	-	0
chr17	49993224	49997224	DLX3	0	-	1
chr17	50092736	50096736	PDK2	0	+	0
chr17	50148677	50152677	PPP1R9B	0	-	0
chr17	50558714	50562714	CACNA1G	0	+	0
chr17	57986259	57990259	VEZF1	0	-	0
chr17	58326795	58330795	TSPOAP1	0	-	0
chr17	60598192	60602192	PPM1D	0	+	1
chr17	62063278	62067278	MED13	0	-	0
chr17	62456657	62460657	TLK2	0	+	0
chr17	62964234	62968234	TANC2	0	+	1
chr17	63475060	63479060	ACE	0	+	0
chr17	63970918	63974918	SCN4A	0	-	0
chr17	66300612	66304612	PRKCA	0	+	0
chr17	67364605	67368605	PSMD12	0	-	0
chr17	69242846	69246846	ABCA10	0	-	0
chr17	77956702	77960702	TNRC6C	0	+	0
chr17	78575396	78579396	DNAH17	0	-	3
chr17	81293547	81297547	SLC38A10	0	-	1
chr18	4453307	4457307	DLGAP1	0	-	1
chr18	7115797	7119797	LAMA1	0	-	0
chr18	21702956	21706956	MIB1	0	+	0
chr18	33576218	33580218	ASXL3	0	+	0
chr18	36127443	36131443	ELP2	0	+	0
chr18	37563827	37567827	CELF4	0	-	0
chr18	43113691	43117691	RIT2	0	-	1
chr18	44678172	44682172	SETBP1	0	+	0
chr18	46915491	46919491	KATNAL2	0	+	0
chr18	50279774	50283774	MBD1	0	-	0
chr18	51026527	51030527	SMAD4	0	+	0
chr18	52338196	52342196	DCC	0	+	1
chr18	55662787	55666787	TCF4	0	-	1
chr18	75208754	75212754	TSHZ1	0	+	0
chr19	1037996	1041996	ABCA7	0	+	0
chr19	1590865	1594865	MBD3	0	-	0
chr19	1861579	1865579	KLF16	0	-	0
chr19	2161932	2165932	DOT1L	0	+	0
chr19	4967112	4971112	KDM4B	0	+	1
chr19	9321771	9325771	ZNF559	0	+	0
chr19	10117918	10121918	EIF3G	0	-	0
chr19	10958931	10962931	SMARCA4	0	+	0
chr19	11479046	11483046	ELAVL3	0	-	0
chr19	13114861	13118861	NACC1	0	+	0
chr19	13622489	13626489	CACNA1A	0	-	3
chr19	13904200	13908200	CC2D1A	0	+	0
chr19	15330545	15334545	BRD4	0	-	0
chr19	16827397	16831397	SIN3B	0	+	0
chr19	17073776	17077776	MYO9B	0	+	0
chr19	17686365	17690365	UNC13A	0	-	0
chr19	20659596	20663596	ZNF626	0	-	1
chr19	31347436	31351436	TSHZ3	0	-	1
chr19	38401092	38405092	FAM98C	0	+	0
chr19	38645648	38649648	ACTN4	0	+	0
chr19	38767904	38771904	CAPN12	0	-	1
chr19	41995497	41999497	ATP1A3	0	-	0
chr19	42068206	42072206	GRIK5	0	-	0
chr19	42266536	42270536	CIC	0	+	0
chr19	43668547	43672547	PLAUR	0	-	3
chr19	45780552	45784552	DMPK	0	-	0
chr19	45790845	45794845	DMWD	0	-	0
chr19	46345086	46349086	PPP5C	0	+	0
chr19	46715127	46719127	PRKD2	0	-	0
chr19	46848846	46852846	AP2S1	0	-	0
chr19	47111273	47115273	SAE1	0	+	0
chr19	47111776	47115776	ZC3H4	0	-	0
chr19	47606195	47610195	BICRA	0	+	2
chr19	49112323	49116323	LIN7B	0	+	0
chr19	49589181	49593181	PRR12	0	+	0
chr19	49640208	49644208	SCAF1	0	+	0
chr19	50717802	50721802	SHANK1	0	-	0
chr19	51364388	51368388	ETFB	0	-	0
chr19	54135748	54139748	CNOT3	0	+	0
chr19	54187882	54191882	MBOAT7	0	-	0
chr19	54279184	54283184	LILRB2	0	-	0
chr19	55603646	55607646	ZNF865	0	+	0
chr19	57387849	57391849	ZNF548	0	+	1
chr2	948848	952848	SNTG2	0	+	0
chr2	1372065	1376065	TPO	0	+	0
chr2	1742852	1746852	PXDN	0	-	0
chr2	2329664	2333664	MYT1L	0	-	0
chr2	6864635	6868635	CMPK2	0	-	1
chr2	9204764	9208764	ASAP2	0	+	0
chr2	17875846	17879846	KCNS3	0	+	0
chr2	24489253	24493253	NCOA1	0	+	0
chr2	24918237	24922237	ADCY3	0	-	0
chr2	25340590	25344590	DNMT3A	0	-	0
chr2	31153202	31157202	GALNT14	0	-	0
chr2	32009230	32013230	MEMO1	0	-	0
chr2	32061555	32065555	SPAST	0	+	0
chr2	32355022	32359022	BIRC6	0	+	3
chr2	47904498	47908498	FBXO11	0	-	0
chr2	51223575	51227575	NRXN1	0	-	0
chr2	54454326	54458326	SPTBN1	0	+	0
chr2	60552467	60556467	BCL11A	0	-	0
chr2	60754252	60758252	PAPOLG	0	+	1
chr2	61536741	61540741	XPO1	0	-	0
chr2	61886671	61890671	CCT4	0	-	0
chr2	63048056	63052056	OTX1	0	+	0
chr2	72824041	72828041	EXOC6B	0	-	1
chr2	73154721	73158721	RAB11FIP5	0	-	2
chr2	100818138	100822138	NPAS2	0	+	0
chr2	101694849	101698849	MAP4K4	0	+	0
chr2	101989959	101993959	IL1R2	0	+	0
chr2	109127204	109131204	SH3RF3	0	+	0
chr2	114440298	114444298	DPP10	0	+	1
chr2	121647476	121651476	CLASP1	0	-	1
chr2	124023286	124027286	CNTNAP5	0	+	1
chr2	133566463	133570463	NCKAP5	0	-	1
chr2	135874443	135878443	MCM6	0	-	4
chr2	148019010	148023010	MBD5	0	+	0
chr2	148642439	148646439	EPC2	0	+	0
chr2	148873226	148877226	KIF5C	0	+	1
chr2	153869921	153873921	GALNT13	0	+	1
chr2	156340348	156344348	NR4A2	0	-	0
chr2	156433289	156437289	GPD2	0	+	0
chr2	157325713	157329713	ERMN	0	-	0
chr2	159614569	159618569	BAZ2B	0	-	0
chr2	161414296	161418296	TBR1	0	+	0
chr2	161422331	161426331	SLC4A10	0	+	0
chr2	162072394	162076394	DPP4	0	-	0
chr2	165192992	165196992	SCN2A	0	+	1
chr2	166180806	166184806	SCN1A	0	-	2
chr2	166374001	166378001	SCN9A	0	-	1
chr2	168245595	168249595	STK39	0	-	0
chr2	169360534	169364534	LRP2	0	-	0
chr2	169825453	169829453	UBR3	0	+	0
chr2	171997859	172001859	SLC25A12	0	-	0
chr2	172100900	172104900	DLX2	0	-	0
chr2	172733273	172737273	RAPGEF4	0	+	1
chr2	178828802	178832802	TTN	0	-	0
chr2	179859612	179863612	ZNF385B	0	-	0
chr2	183036858	183040858	NCKAP1	0	-	0
chr2	184596528	184600528	ZNF804A	0	+	0
chr2	190341569	190345569	INPP1	0	+	1
chr2	196591684	196595684	HECW2	0	-	1
chr2	197433079	197437079	SF3B1	0	-	0
chr2	199469266	199473266	SATB2	0	-	0
chr2	204543474	204547474	PARD3B	0	+	1
chr2	205679989	205683989	NRP2	0	+	0
chr2	209769568	209773568	UNC80	0	+	1
chr2	218417120	218421120	VIL1	0	+	0
chr2	218605854	218609854	PLCD4	0	+	1
chr2	218670002	218674002	RNF25	0	-	0
chr2	224583397	224587397	CUL3	0	-	0
chr2	229712555	229716555	DNER	0	-	0
chr2	229921239	229925239	TRIP12	0	-	0
chr2	232695298	232699298	GIGYF2	0	+	0
chr2	234048678	234052678	SPP2	0	+	2
chr2	235492042	235496042	AGAP1	0	+	0
chr2	238288102	238292102	PER2	0	-	0
chr2	239399654	239403654	HDAC4	0	-	1
chr2	240822293	240826293	KIF1A	0	-	4
chr2	241315061	241319061	HDLBP	0	-	0
chr2	241856894	241860894	PDCD1	0	-	0
chr20	541835	545835	CSNK2A1	0	-	0
chr20	1224043	1228043	RAD21L1	0	+	0
chr20	3069619	3073619	OXT	0	+	0
chr20	8075250	8079250	PLCB1	0	+	0
chr20	10170394	10174394	SNAP25	0	+	0
chr20	13993368	13997368	MACROD2	0	+	1
chr20	17966980	17970980	SNX5	0	-	0
chr20	25583531	25587531	NINL	0	-	1
chr20	31868664	31872664	DUSP15	0	-	0
chr20	32107713	32111713	TM9SF4	0	+	0
chr20	38470815	38474815	RALGAPB	0	+	0
chr20	43187970	43191970	PTPRT	0	-	0
chr20	44650252	44654252	ADA	0	-	1
chr20	46019689	46023689	SLC12A5	0	+	2
chr20	46306498	46310498	CDH22	0	-	0
chr20	47354889	47358889	ZMYND8	0	-	0
chr20	48825999	48829999	PREX1	0	-	0
chr20	49482297	49486297	KCNB1	0	-	0
chr20	50929437	50933437	ADNP	0	-	0
chr20	54068594	54072594	BCAS1	0	-	0
chr20	58837717	58841717	GNAS	0	+	0
chr20	62063881	62067881	TAF4	0	-	0
chr20	63470677	63474677	KCNQ2	0	-	0
chr21	31657665	31661665	SOD1	0	+	0
chr21	31730118	31734118	SCAF4	0	-	0
chr21	32726040	32730040	SYNJ1	0	-	0
chr21	33541037	33545037	SON	0	+	1
chr21	33640399	33644399	ITSN1	0	+	0
chr21	37363572	37367572	DYRK1A	0	+	0
chr21	38153548	38157548	KCNJ15	0	+	1
chr21	38659780	38663780	ERG	0	-	0
chr21	39347647	39351647	HMGN1	0	-	2
chr21	40845158	40849158	DSCAM	0	-	0
chr21	42008387	42012387	ZBTB21	0	-	0
chr21	46456890	46460890	DIP2A	0	+	0
chr22	17357948	17361948	CECR2	0	+	0
chr22	18934553	18938553	PRODH	0	-	3
chr22	19289719	19293719	CLTCL1	0	-	0
chr22	19852939	19856939	GNB1L	0	-	0
chr22	20980268	20984268	LZTR1	0	+	0
chr22	21980813	21984813	TOP3B	0	-	0
chr22	24415878	24419878	ADORA2A	0	+	0
chr22	31748140	31752140	PRR14L	0	-	0
chr22	36386010	36390010	MYH9	0	-	4
chr22	36701752	36705752	CACNG2	0	-	0
chr22	38316084	38320084	CSNK1E	0	-	0
chr22	39568752	39572752	CACNA1I	0	+	0
chr22	40042816	40046816	TNRC6B	0	+	0
chr22	40344460	40348460	ADSL	0	+	0
chr22	40368590	40372590	SGSM3	0	+	0
chr22	41090509	41094509	EP300	0	+	0
chr22	42341616	42345616	TCF20	0	-	1
chr22	50481923	50485923	SBF1	0	-	0
chr22	50672407	50676407	SHANK3	0	+	0
chr3	1090657	1094657	CNTN6	0	+	1
chr3	2096812	2100812	CNTN4	0	+	0
chr3	4491344	4495344	ITPR1	0	+	0
chr3	6768000	6772000	GRM7	0	+	1
chr3	8767628	8771628	OXTR	0	-	0
chr3	9361053	9365053	SRGAP3	0	-	2
chr3	9395614	9399614	SETD5	0	+	0
chr3	10706007	10710007	ATP2B2	0	-	0
chr3	10990185	10994185	SLC6A1	0	+	0
chr3	12002387	12006387	SYN2	0	+	0
chr3	18442817	18446817	TBC1D5	0	-	0
chr3	18443621	18447621	SATB1	0	-	0
chr3	20038445	20042445	KAT2B	0	+	3
chr3	25662909	25666909	TOP2B	0	-	0
chr3	39279735	39283735	CX3CR1	0	-	2
chr3	41192740	41196740	CTNNB1	0	+	0
chr3	47162113	47166113	SETD2	0	-	0
chr3	48428086	48432086	PLXNB1	0	-	0
chr3	49092363	49096363	QRICH1	0	-	0
chr3	49356605	49360605	GPX1	0	-	0
chr3	49420685	49424685	AMT	0	-	0
chr3	52408659	52412659	PHF7	0	+	0
chr3	53326962	53330962	CACNA1D	0	+	0
chr3	54120551	54124551	CACNA2D3	0	+	0
