chr	start	end	gene	score	strand	line1_count
chr15	100859923	100863923	ALDH1A3	0	+	0
chr16	1704165	1708165	MAPK8IP3	0	+	2
chr16	2045966	2049966	TSC2	0	+	0
chr16	2153697	2157697	TRAF7	0	+	0
chr16	2750625	2754625	SRRM2	0	+	1
chr16	3878713	3882713	CREBBP	0	-	0
chr16	8973328	8977328	USP7	0	-	4
chr16	30955293	30959293	SETD1A	0	+	0
chr16	54928864	54932864	IRX5	0	+	0
chr16	58627885	58631885	CNOT1	0	-	1
chr16	67560466	67564466	CTCF	0	+	0
chr16	70684053	70688053	MTSS2	0	-	0
chr16	73889871	73893871	ZFHX3	0	-	0
chr16	89488561	89492561	ANKRD11	0	-	0
chr17	1682867	1686867	PRPF8	0	-	0
chr17	7482365	7486365	POLR2A	0	+	0
chr17	7882795	7886795	CHD3	0	+	0
chr17	8161546	8165546	VAMP2	0	-	0
chr17	17679457	17683457	RAI1	0	+	0
chr17	29388362	29392362	TAOK1	0	+	0
chr17	30968983	30972983	RNF135	0	+	3
chr17	31092926	31096926	NF1	0	+	0
chr17	46223389	46227389	KANSL1	0	-	1
chr17	48099478	48103478	CBX1	0	-	0
chr17	58005346	58009346	SRSF1	0	-	0
chr17	60598192	60602192	PPM1D	0	+	1
chr17	62063278	62067278	MED13	0	-	0
chr17	62456657	62460657	TLK2	0	+	0
chr17	62964234	62968234	TANC2	0	+	1
chr17	67364605	67368605	PSMD12	0	-	0
chr17	75783893	75787893	H3-3B	0	-	0
chr17	80218923	80222923	SGSH	0	-	0
chr18	28175946	28179946	CDH2	0	-	0
chr18	33576218	33580218	ASXL3	0	+	0
chr18	36127443	36131443	ELP2	0	+	0
chr18	55662787	55666787	TCF4	0	-	1
chr19	2161932	2165932	DOT1L	0	+	0
chr19	4064899	4068899	ZBTB7A	0	-	0
chr19	12993474	12997474	NFIX	0	+	0
chr19	13114861	13118861	NACC1	0	+	0
chr19	13622489	13626489	CACNA1A	0	-	3
chr19	14204187	14208187	ADGRL1	0	-	0
chr19	16827397	16831397	SIN3B	0	+	0
chr19	17686365	17690365	UNC13A	0	-	0
chr19	18151162	18155162	PIK3R2	0	+	0
chr19	41995497	41999497	ATP1A3	0	-	0
chr19	45780552	45784552	DMPK	0	-	0
chr19	45972044	45976044	NOVA2	0	-	0
chr19	47482265	47486265	KPTN	0	-	0
chr19	47606195	47610195	BICRA	0	+	2
chr19	49117543	49121543	PPFIA3	0	+	0
chr19	49589181	49593181	PRR12	0	+	0
chr19	54135748	54139748	CNOT3	0	+	0
chr19	54187882	54191882	MBOAT7	0	-	0
chr2	25340590	25344590	DNMT3A	0	-	0
chr2	47904498	47908498	FBXO11	0	-	0
chr2	54454326	54458326	SPTBN1	0	+	0
chr2	60552467	60556467	BCL11A	0	-	0
chr2	73982909	73986909	TET3	0	+	1
chr2	79183230	79187230	CTNNA2	0	+	1
chr2	104851286	104855286	POU3F3	0	+	0
chr2	119757921	119761921	PTPN4	0	+	1
chr2	128089199	128093199	UGGT1	0	+	0
chr2	148019010	148023010	MBD5	0	+	0
chr2	148873226	148877226	KIF5C	0	+	1
chr2	166180806	166184806	SCN1A	0	-	2
chr2	176000839	176004839	LNPK	0	-	0
chr2	178828802	178832802	TTN	0	-	0
chr2	199469266	199473266	SATB2	0	-	0
chr2	218779748	218783748	CYP27A1	0	+	1
chr2	227379995	227383995	TM4SF20	0	-	0
chr2	229921239	229925239	TRIP12	0	-	0
chr2	239399654	239403654	HDAC4	0	-	1
chr2	240822293	240826293	KIF1A	0	-	4
chr20	541835	545835	CSNK2A1	0	-	0
chr20	47354889	47358889	ZMYND8	0	-	0
chr20	49482297	49486297	KCNB1	0	-	0
chr20	50929437	50933437	ADNP	0	-	0
chr20	51766390	51770390	ATP9A	0	-	0
chr20	62063881	62067881	TAF4	0	-	0
chr20	63497239	63501239	EEF1A2	0	-	0
chr21	31730118	31734118	SCAF4	0	-	0
chr21	33541037	33545037	SON	0	+	1
chr21	37363572	37367572	DYRK1A	0	+	0
chr21	43425131	43429131	SIK1	0	-	0
chr22	18934553	18938553	PRODH	0	-	3
chr22	19754702	19758702	TBX1	0	+	0
chr22	31751866	31755866	DEPDC5	0	+	0
chr22	40344460	40348460	ADSL	0	+	0
chr22	41090509	41094509	EP300	0	+	0
chr22	42341616	42345616	TCF20	0	-	1
chr22	50599455	50603455	CHKB	0	-	0
chr22	50672407	50676407	SHANK3	0	+	0
chr3	9395614	9399614	SETD5	0	+	0
chr3	10990185	10994185	SLC6A1	0	+	0
chr3	14176621	14180621	XPC	0	-	0
chr3	18443621	18447621	SATB1	0	-	0
chr3	47800908	47804908	DHX30	0	+	0
chr3	51981339	51985339	ACY1	0	+	0
chr3	71581978	71585978	FOXP1	0	-	0
chr3	100258991	100262991	TBC1D23	0	+	1
chr3	115145292	115149292	ZBTB20	0	-	0
chr3	136248339	136252339	PCCB	0	+	1
chr3	136750403	136754403	STAG1	0	-	0
chr3	151083285	151087285	MED12L	0	+	1
chr3	158103854	158107854	RSRC1	0	+	0
chr4	1869392	1873392	NSD2	0	+	1
chr4	48778322	48782322	FRYL	0	-	0
chr4	73256798	73260798	ANKRD17	0	-	0
chr4	82372503	82376503	HNRNPD	0	-	0
chr4	101346278	101350278	PPP3CA	0	-	0
chr4	106314683	106318683	TBCK	0	-	0
chr4	113759927	113763927	CAMK2D	0	-	1
chr4	139299445	139303445	NAA15	0	+	0
chr4	148442698	148446698	NR3C2	0	-	1
chr5	36874768	36878768	NIPBL	0	+	0
chr5	61330257	61334257	ZSWIM6	0	+	0
chr5	75510138	75514138	CERT1	0	-	0
chr5	88902257	88906257	MEF2C	0	-	0
chr5	93581221	93585221	NR2F1	0	+	0
chr5	98927007	98931007	CHD1	0	-	0
chr5	134224073	134228073	PPP2CA	0	-	0
chr5	138350684	138354684	KDM3B	0	+	0
chr5	150288093	150292093	CAMK2A	0	-	0
chr5	174722581	174726581	MSX2	0	+	0
chr5	177129829	177133829	NSD1	0	+	0
chr6	24492866	24496866	ALDH5A1	0	+	0
chr6	26101932	26105932	H4C3	0	+	0
chr6	26154328	26158328	H1-4	0	+	0
chr6	26202609	26206609	H4C5	0	+	1
chr6	27822091	27826091	H4C11	0	+	1
chr6	31663226	31667226	CSNK2B	0	+	0
chr6	33417660	33421660	SYNGAP1	0	+	0
chr6	42982552	42986552	PPP2R5D	0	+	1
chr6	79076287	79080287	PHIP	0	-	0
chr6	85592156	85596156	SNX14	0	-	1
chr6	87149802	87153802	ZNF292	0	+	0
chr6	110178004	110182004	WASF1	0	-	0
chr6	110813958	110817958	CDK19	0	-	0
chr6	135496434	135500434	AHI1	0	-	1
chr6	142954698	142958698	HIVEP2	0	-	2
chr6	156774019	156778019	ARID1B	0	+	0
chr6	170304565	170308565	DLL1	0	-	0
chr7	1502389	1506389	INTS1	0	-	2
chr7	5561902	5565902	ACTB	0	-	1
chr7	6372526	6376526	RAC1	0	+	0
chr7	27094000	27098000	HOXA1	0	-	0
chr7	39621564	39625564	RALA	0	+	0
chr7	39948120	39952120	CDK13	0	+	0
chr7	44332577	44336577	CAMK2B	0	-	2
chr7	76356991	76360991	YWHAG	0	-	0
chr7	79766027	79770027	GNAI1	0	+	2
chr7	98875932	98879932	TRRAP	0	+	0
chr7	100654448	100658448	ACTL6B	0	-	0
chr7	100671566	100675566	GNB2	0	+	1
chr7	104938942	104942942	KMT2E	0	+	0
chr7	140922929	140926929	BRAF	0	-	0
chr7	146114001	146118001	CNTNAP2	0	+	0
chr7	151518120	151522120	RHEB	0	-	0
chr7	152434644	152438644	KMT2C	0	-	0
chr8	33511185	33515185	TTI2	0	-	1
chr8	42049994	42053994	KAT6A	0	-	0
chr8	60676739	60680739	CHD7	0	+	0
chr8	76679238	76683238	ZFHX4	0	+	0
chr8	99011265	99015265	VPS13B	0	+	1
chr8	100720809	100724809	PABPC1	0	-	0
chr8	103498609	103502609	RIMS2	0	+	0
chr8	116872776	116876776	RAD21	0	-	1
chr8	140633633	140637633	AGO2	0	-	1
chr8	143828709	143832709	PUF60	0	-	3
chr9	1978289	1982289	SMARCA2	0	+	0
chr9	14396983	14400983	NFIB	0	-	0
chr9	71444977	71448977	TRPM3	0	-	0
chr9	74495334	74499334	RORB	0	+	0
chr9	83978631	83982631	HNRNPK	0	-	0
chr9	84666374	84670374	NTRK2	0	+	1
chr9	98706935	98710935	GABBR2	0	-	0
chr9	106861165	106865165	ZNF462	0	+	0
chr9	127577369	127581369	STXBP1	0	+	1
chr9	128945603	128949603	DOLK	0	-	0
chr9	132160057	132164057	NTNG2	0	+	0
chr9	132944874	132948874	TSC1	0	-	0
chr9	134133364	134137364	WDR5	0	+	0
chr9	137616991	137620991	EHMT1	0	+	0
chrX	10154974	10158974	CLCN4	0	+	1
chrX	11756158	11760158	MSL3	0	+	0
chrX	11820422	11824422	FRMPD4	0	+	0
chrX	15852931	15856931	AP1S2	0	-	0
chrX	18423582	18427582	CDKL5	0	+	0
chrX	20265519	20269519	RPS6KA3	0	-	0
chrX	21370800	21374800	CNKSR2	0	+	0
chrX	24147172	24151172	ZFX	0	+	0
chrX	25014420	25018420	ARX	0	-	0
chrX	33337609	33341609	DMD	0	-	1
chrX	41083444	41087444	USP9X	0	+	1
chrX	41331347	41335347	DDX3X	0	+	0
chrX	49041410	49045410	TFE3	0	-	0
chrX	53319350	53323350	IQSEC2	0	-	1
chrX	53420728	53424728	SMC1A	0	-	1
chrX	53684752	53688752	HUWE1	0	-	5
chrX	54046958	54050958	PHF8	0	-	0
chrX	63807274	63811274	ARHGEF9	0	-	0
chrX	69163521	69167521	PJA1	0	-	5
chrX	71253146	71257146	ZMYM3	0	-	3
chrX	71364135	71368135	TAF1	0	+	2
chrX	72571101	72575101	HDAC8	0	-	0
chrX	74612624	74616624	RLIM	0	-	1
chrX	80807877	80811877	BRWD3	0	-	0
chrX	100408273	100412273	PCDH19	0	-	0
chrX	103626703	103630703	TCEAL1	0	+	2
chrX	119850998	119854998	UPF3B	0	-	1
chrX	120602074	120606074	CUL4B	0	-	1
chrX	123182152	123186152	GRIA3	0	+	0
chrX	129537848	129541848	OCRL	0	+	3
chrX	129979106	129983106	BCORL1	0	+	0
chrX	135971840	135975840	SLC9A6	0	+	0
chrX	139220777	139224777	FGF13	0	-	0
chrX	145815828	145819828	SLITRK2	0	+	0
chrX	147909918	147913918	FMR1	0	+	2
chrX	152449315	152453315	GABRA3	0	-	0
chrX	153933080	153937080	NAA10	0	-	2
chrX	153969818	153973818	HCFC1	0	-	0
chrX	154135103	154139103	MECP2	0	-	3
